name,experience,rating,review_text,likes,review_title,Unnamed: 4,Unnamed: 5
Karina Datchoff,2 reseñas,1 estrellas:,"Me cancelaron un vuelo y reprogramaron otro,que no pude viajar,pedí la devolución del dinero y hasta la fecha nada,más de $550.000.
El año pasado hicimos varios viajes u todo perfecto, este año un desastre",1.0,,,
Patricia Saruves,26 reseñas · 1 foto,1 estrellas:,"Un desastre ....muy muy mal servicio.  2 horas de demora,  el pleno vuelo,  en el descenso...nos avisan que cambia el lugar de destino,  en lugar de bajar wn Aeroparque, nos mandaron a ezeiza   .un caso los colectivos que pusieron para…",,,,
isaac nieblas,2 reseñas,1 estrellas:,"Nefasta aerolínea, te cancela los vuelos y te avisa con pocas horas. El gobierno Argentino debería de regular esta aerolínea y ponerle multas. Espero que me regresen el dinero de los vuelos cancelados.",,,,
Carly Azur,Local Guide · 98 reseñas · 1.381 fotos,3 estrellas:,"No es una aerolínea de primera clase, tampoco la definiria como la peor en la que he viajado pero ciertamente  la recomiendo. Obviamente es low cost, por lo que no brinda otros servicios, como otras aerolíneas. Aún así es rescatable que…",6.0,,,
Francisco De Lorenzo,Local Guide · 124 reseñas · 63 fotos,1 estrellas:,Nunca más vuelo en FlyBondi. Compre vuelo de Bariloche a Buenos Aires a las 14 hs hoy y parece que priorizan que los empleados vean el partido. Lo reprogramaron para las 18.15 hs. Un desastre! Te das cuenta con solo mirar el estado de los vuelos. FlyBondi siempre con alguna demora...,6.0,,,
Luis Viteri,Local Guide · 99 reseñas · 152 fotos,4 estrellas:,"Es muy económico la aerolínea pero los asientos son un poco incómodos para vuelos de las de 2 horas, son muy puntuales y al parecer algo ordenados, muy linda experiencia volar con ellos",,,,
María L.,Local Guide · 752 reseñas · 4.235 fotos,5 estrellas:,Excelente. Puntuales. Serviciales. Ordenados. Con muy buena onda. El aeropuerto es pequeño y calculo que un tiempo quedará chico. Deben mejorarse las calles de acceso hacia el.,2.0,,,
Sebastian Mori,Local Guide · 39 reseñas · 7 fotos,1 estrellas:,La peor experiencia del mundo. Te cancelan los vuelos de un momento a otro y te dejan varado sin hotel ni comida. Mucho cuidado. Son estafadores. No tienen ningún servicio de reclamo y las colas son eternas,7.0,,,
Natalia G,8 reseñas · 3 fotos,1 estrellas:,Me toman el pelo diciendo que llame y no me atienden porque mi vuelo ya pasó (cancelado el mismo día!!!!!!!). El mail de reprogramaciones me lo responden con un mail automático. Cuando me van a contactar? Denunciados y escrachados para que nadie más se clave con sus estafas!! NO VIAJEN CON FLYBONDI,,,,
Enzo Alvarez,Local Guide · 20 reseñas · 3 fotos,1 estrellas:,"Había escuchado cosas malas de esta empresa pero está semana ha dejado claro esas dudas.
Te cancelan los vuelos con la excusa del tiempo del avión de los mosquitos o por…",1.0,,,
Federico Ibañez,Local Guide · 450 reseñas · 6.264 fotos,5 estrellas:,"Sin dudas y ahora que la conozco diré que es la mejor línea para volar en cabotajes. Pagas lo que en realidad te sirve que es volar, y si queres comer algo arriba vos elegís y pagas claramente. El servicio es de 10 tanto ida como vuelta. El…",3.0,,,
Gustavo,9 reseñas · 5 fotos,1 estrellas:,Te cambian el vuelo 6 horas  antes por que el avión tiene solo 20 pasajeros. Me han tu tiempo como quieren.  Llamas por qué queres cambiar la fecha por que ya no te sirve el vuelo y no atienden. Lo peor,,,,
Elizabeth Mauro,Local Guide · 149 reseñas · 1.825 fotos,2 estrellas:,"El viernes 26 de abril me cancelaron, el vuelo de las 6 am imposible comunicarme ya había perdido la esperanza de viajar , se nos ocurrió ir a la oficina de ezeiza y me dieron un vuelo a última hora , solo si vas personalmente te pueden dar…",,,,
Carlos Struggibinetti,Local Guide · 52 reseñas · 1 foto,1 estrellas:,Lamentable empresa IRRESPONSABLE ME REPROGRAMARON TRES VECES EL VUELO PRIMERO TENES Q LLAMAR POR TELEFONO TE DAN UN O810 QUE NUNCA ATIENDEN TE HACEN LLAMAR AL ASTERICO 3000 Y TE COBRAN 14$ EL MINUTO MAS IVA.NO TE SOLUCIONAN NADA POR SU…,,,,
Marcos Fink,8 reseñas,1 estrellas:,"Pésimo, 8 horas antes nos cancelaron el vuelo primero lo reprogramaron y después lo volvieron a cancelar y no te devuelven el dinero. No pierdan el tiempo ni la plata y busquen en otro lado",,,,
Laura Popbla,27 reseñas,1 estrellas:,"Estafadores totales. Pague un vuelo con 6 meses de anticipación y me avisan 3 dias antes que lo cancelan. Ya pague toda la estadía. Encima, avisan que el de vuelta tiene que respetarse. O sea. Sos rehen de ells hay que hacerles juicio",1.0,,,
Giovana Calvo,5 reseñas,1 estrellas:,"TODO mal, personal de m…., no se quieren hacer cargo de nada, les vale tu circunstancia y te dejan tirados las maletas tiradas y se lavan las manos. No compren que van a pagar caro por las consecuencias.",1.0,,,
Emiliano Duarte,1 reseña,1 estrellas:,"NO VUELEN X FLYBONDI.. cancelaron para el otro dia me hicieron venir a la 3hs y lo suspendieron de nuevo para la 12hs , estoy saliendo 36hs mas tarde .. CON LO QUE PERDI HOTEL AUTO EXCURSIONES VIAJABA EN PRIMERA EN OTRA LINEA AEREA...",,,,
leonardo gonzalo palomino,4 reseñas,1 estrellas:,"Son un desastre , 0 compromiso. Cancelan siempre , si tenes compromiso no confíes en estos. Un desastre, cancelan te reprograman. Te avisan sobre hora cuando ya no tenes opciones.",,,,
Cintia Garcia,4 reseñas,1 estrellas:,"El peor servicio que puede existir, compre 2 veces pasajes y las dos veces me cancelaron el vuelo, no solo que no les importa cancelarte las vacaciones, sino que el dinero se los dejan por 30 días, impresentables. Son lo peor",,,,
sabri russo,8 reseñas,1 estrellas:,Me cancelaron el vuelo de un día para otro sin hacerse cargo de los gastos q serían reprogramarlo por lo q pedi la devolución del dinero y la sigo esperando. No hay forma de,,,,
Carolina Otero Rossi,7 reseñas · 1 foto,1 estrellas:,Pagué una silla de ruedas y no estaba. Nadie aparece. No están en el aeropuerto,,,,
Andrea Florencia Paz,5 reseñas · 2 fotos,1 estrellas:,Se puede poner-1 estrella? Vuelos cancelados y reprogramados TODOS LOS DIAS. En mi caso me reprogramaron un vuelo a 3 días después. Pedí la devolución y aun no se me devolvió nada. Estafadores. Usan tu dinero y con esta inflación te…,2.0,,,
Rulo Cocina,Local Guide · 36 reseñas · 59 fotos,5 estrellas:,"Buena atención, precios razonables (si compras los pasajes con anticipación), el avión estaba muy limpio y cumplen con el horario de vuelo!…",,,,
matias hallu,Local Guide · 15 reseñas · 14 fotos,1 estrellas:,"Cancelan los vuelos a último momento y no responden por ningún lado, el servicio telefónico es automático y es imposible hablar con una persona, se lavan las manos y dejan tirada a la gente, no pierdan el tiempo reclamando y vayan directo a defensa del consumidor",,,,
Maria Laura Roubineau,1 reseña,1 estrellas:,"ASCO DE EMPRESA, siempre cancelan los vuelos horas antes. Son de lo peor, te hacen perder plata y tiempo!",,,,
Ariana Rómbola,13 reseñas · 32 fotos,4 estrellas:,"La única aerolínea que voló el 24 de enero, que cumplió con los pasajeros. Tenía mis dudas antes de contratarla pero la verdad, gracias! La línea low cost cobra el servicio de refrigerio en el avión, pero es aceptable. Hay que recordar que se debe abonar el equipaje si se viaja por varios días, aún así, muy recomendable",1.0,,,
Gabriel Gomez,6 reseñas,1 estrellas:,"A pesar de adquirir los pasajes con más de un mes de anticipación, a último momento modifican arbitrariamente los horarios y aeropuertos tanto de partida como de llegada. Tampoco atienden las llamadas telefónicas. Además a  2 familiares y…",1.0,,,
florencia fernandez,6 reseñas · 2 fotos,1 estrellas:,"Compré un pasaje desde Bariloche a Buenos Aires, y el día anterior me envían un mail diciéndome que mi vuelo se cancelaba por “razones operativas” a lo que me intenté de comunicar con los teléfonos que en el mail detallaban que eran de…",,,,
Alvaro Monzon Leyes,12 reseñas,1 estrellas:,Siempre tiene imprevistos. Siempre alguna re programación. Jamás una solución. Sugiero pagar por otra aerolínea,,,,
Ariel Garcia,Local Guide · 29 reseñas · 3 fotos,1 estrellas:,"Le di dos! Fui generoso, viajo con chicos y me ponen las butacas en la línea de salida de emergencia, por lo cual tengo que pagar para cambiarlas porque los chicos no pueden ir en esa línea. sin previo aviso me cambiaron de aeropuerto.…",2.0,,,
Dianita Blanco,1 reseña,1 estrellas:,"La peor aerolínea de la historia, totalmente irrespetuoso e irresponsables con el cliente, no me llego el equipaje con mi vuelo, me hicieron esperar horas, me cancelaron el vuelo sin opción de re programarlo, pido una respuesta y no me…",2.0,,,
Juan Manuel Montiel Belmonte,Local Guide · 82 reseñas · 29 fotos,1 estrellas:,Pésimo!! Del lado del consumidor no me importa si poseen trabas en los aeropuertos para poder operar.  Brindan un servicio y como tal deberían cumplirlo. Lamentablemente mi opinión no es la única en esta dirección.  Nunca más elegiría esta…,3.0,,,
Kary M. Rocha,Local Guide · 118 reseñas · 3.226 fotos,4 estrellas:,28/05 ida y vuelta 4/06 a Salta.. Linda experiencia x 1ra.vez con uds..salvo una demora x neblina pero no fue grave ..gracias!!fueron todos muy amables..,3.0,,,
Benjamin Viano,Local Guide · 228 reseñas · 475 fotos,3 estrellas:,Volé ida y vuelta cordoba puerto iguazu y los dos vuelos se demoraron. La salida desde cordoba se demoró dos horas cuando ya estaba en el aeropuerto. La vuelta salió 6 horas más tarde pero lo pude ver el día antes en el estado del vuelo.…,5.0,,,
Joaquin Alejo Fernandez Arrojo,Local Guide · 18 reseñas · 5 fotos,1 estrellas:,Horrible. Hoy teníamos un vuelo y nos cancelaron. Perdimos las vacaciones que tanto habíamos planeado. La reprogramaciom que ofrecieron era dentro de dos días. Nunca más Flybondi,,,,
Aaraon C. I. Comba,Local Guide · 793 reseñas · 2.464 fotos,5 estrellas:,"Es la segunda vez que viajo con ellos y todo fue muy bien, es sencilla la forma de comprar el pasaje, pagar, hacer el check in, etc etc...
La tripulación es muy amable y sin complicarte te resuelven cualquier…",1.0,,,
Kalimera,Local Guide · 315 reseñas · 231 fotos,5 estrellas:,Todo muy bien. Lo único el espacio entre las filas de asientos muy estrecho. Mí marido es alto y no le cabían las piernas. Todo lo demás 10 puntos,,,,
Sofia Massa,Local Guide · 35 reseñas · 184 fotos,5 estrellas:,"Excelente servicio, tuve mí primer viaje en avión con flybondi y la verdad que me encanto, todo a horario, las azafatas buenísimas con toda la onda, te hacían sentir muy bien la verdad.  Lo que se vendía arriba del avión la verdad que no me parecía muy caro, estaban bien los precios.",1.0,,,
Sergio Ceballos,Local Guide · 85 reseñas · 28 fotos,4 estrellas:,La aerolínea cumplió las expectativas. Con precios realmente low cost le dan la posibilidad de viajar en avión a muchísima gente. El trato fue muy bueno y las instalaciones del aeropuerto de Palomar son acordes. Faltan detalles que con el tiempo los van a ir subsanando.,2.0,,,
Maximiliano Gutierrez,Local Guide · 26 reseñas · 5 fotos,1 estrellas:,"Como siempre, malo. 4ta vez que viajo en Fly Bondi, 4ta vez que me cambian los horarios, llamas a consultar algo JAMAS pude hablar y llamando todo el día... me dijeron que no podía llevar botellas cuando yo ya había llegado, 3 días tarde me respondieron, y los de seguridad me dijeron que si, que podría ver traído sin ningún problema.",2.0,,,
José Manuel Lugones,Local Guide · 29 reseñas · 4 fotos,1 estrellas:,"Es la primera y última vez que viajo con esta aerolínea. Ya he tenido la oportunidad de viajar con otras aerolíneas low cost, pero es la primera vez que lo hago con Flybondi. Encontré unos pasajes muy baratos en Mayo de 2019, los compré el…",2.0,,,
Perla Zajonc,8 reseñas,1 estrellas:,"No compren en esta aerolineasssss lean las opiniones siempre en temporada alta cancelan los vuelos. Anoche a las 22 horas mandan un email que se canceló el vuelo que teníamos para hoy, nos vivieron a atender el teléfono hoy a las 8:15 am…",1.0,,,
Diego Correa,Local Guide · 78 reseñas · 47 fotos,3 estrellas:,"Por un lado, el precio del ticket fue más que adecuado, en eso ninguna queja, todo lo contrario. El vuelo salió con 45 minutos de retraso pero fue por culpa de una huelga del aeropuerto asi que nada que achacarle a la empresa. Lo que si es…",1.0,,,
Gala Wafner Parisi,4 reseñas,1 estrellas:,"Un horror. Los dos vuelos tuvieron modificaciones de última hora, tuvimos q gastar 200mil pesos extra en nuevos colectivos de trasbordo y en días extra de alojamiento porque nos cambiaron los vuelos. Encima la valija la rompieron toda. Y…",2.0,,,
Malena Sebastianelli,8 reseñas · 5 fotos,1 estrellas:,"Que decir, si pensas en viajar con esta empresa nefasta NO LO HAGAS. Cancelan vuelos sin avisarte, reprograman 9 de 10 vuelos. Te dejan a la deriva y no te dan ninguna solución!!!!! Lo barato sale caro. Una vergüenza, espantoso servicio.",2.0,,,
Victoria Catarineu,3 reseñas,1 estrellas:,"La PEOR empresa low cost que conocí. Gasten un poco más y paguen su tranquilidad.
Empleados desubicados, sin foco en el cliente.…",1.0,,,
